id,price_1,time_1,conven_1,comfort_1,meals_1,petfr_1,emipp_1,nonsig1_1,nonsig2_1,nonsig3_1,price_2,time_2,conven_2,comfort_2,meals_2,petfr_2,emipp_2,nonsig1_2,nonsig2_2,nonsig3_2,price_3,time_3,conven_3,comfort_3,meals_3,petfr_3,emipp_3,nonsig1_3,nonsig2_3,nonsig3_3,choice
527,2,6,3.696,4,3,0,2,4,1,5,2.572,3.5,4,4.5,2.141,1.39,0.5,2.855,3,2,7,3,8,1.88,0,3,7,5,1,4,2
528,2,6,3,4.771,3,0,1.653,4,1,5,3,3.869,4,4.5,3.63,0,-0.084,2,3,2,7,3,8,2,0,3,7,5,1.613,4,3
529,2,6,3,4,3,0,2,4.615,1,5,3,3.5,4,4.5,2,0,0.665,2,3,1.9,7,3,8,2,-1.048,2.869,7,5,1,4,2
530,2,6,3,4,3,0,1.985,4,0.448,5,5.462,3.5,4,4.5,2,0,0.5,3.229,3,2,7,2.698,7.684,2,0,3,7,4.383,1,4,2
531,2,6,3,4,3,0,2,5.151,1,5,4.767,3.5,4,4.5,2,1.109,0.5,2,3,2,7,3,8,2,0.942,3,7,5,1,4,2
532,2,6,3,4,3,0,2,4,1.616,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8.107,2,0.714,3,7,5,1,4,2
533,2,6,3,4,3,0,2,4,1,5,3,3.5,3.245,4.227,2.526,-0.844,0.5,2,3,2,7,3,8,0.558,0,3,7,5,0.805,4,2
534,2,6,3,4,3,-0.255,2,4,1,5,3,3.5,4,4.5,2,0.246,0.5,2,3,2,7,3,8,2.309,0,3,7,5,1,4,2
535,2,6,3,5.107,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2.949,3,2.229,7.754,3,8,2,0,3,7,5,1,5.922,2
536,2,6,3,6.518,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
537,1.48,6,3,4.244,3,-0.507,2,4,1,5,3,2.72,4,4.5,2,0,0.5,2,3.021,2,7.998,3,8,2.62,0,3,7,5,1,4,2
538,2,6,2.399,4,3,1.126,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,6.481,3,8,2,0,3,7,5,1,4,2
539,1.621,6,3,4,3,0,2,4,1,5,3,3.5,3.429,4.5,2,0,0.5,2,4.034,1.115,7.976,2.879,8,2,0,3,5.93,5,1,2.951,3
540,2,6,3.555,4.697,3,0,2,4,1,5,3,3.5,4,4.5,3.074,0,0.5,2,3,2,7,3,8,2,0,3,8.231,5,1,4,2
541,2,6,3,4,3,0,2,3.662,1,5,3,5.045,4,4.5,1.397,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,3.226,3
542,1.99,6,3,5.546,4.79,0,2,3.312,-0.625,5,3,3.5,4,4.5,2,0,-0.748,1.348,3,2.018,7,1.252,8,2,0.92,4.256,7,5,1,4,2
543,2,6,3,3.469,3,0,2,4,1,5.467,2.525,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,2.876,7,5,1,4,2
544,3.78,6.67,2.706,4,3,0,2.211,4.608,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,9.02,3,8,2,0.415,3,5.83,5,1,4,2
545,2,6,3,4,3,0,2,4,1,6.297,3,4.588,4,4.5,2.767,2.054,1.154,2,3,2,8.926,3,8,2,-0.26,3,7,3.865,1,4,2
546,3.388,6,3,4,3,0,0.535,4,1,4.69,3,3.5,4,4.5,2.552,0,-0.518,2,3,1.581,7,3,8,1.046,0,3,7,5,1,4,2
547,2,6,2.843,4,3,0,2.741,4.668,1,5,3,3.5,4,4.5,2,0,1.516,2,3,2,7,3,8,0.264,0,2.861,6.757,5,1,4,2
548,0.528,6,3,4,3,0,1.173,4,1,4.112,3,3.5,4,4.5,2,0,0.69,2,3,2,7,3,8,2,0,3,7,5,1,4,2
549,2,6,3,4,3,0,2,3.229,1,5,3,3.5,4,4.102,2,0,0.5,2,3,2,7,3,8.504,2,0,3,7,5,1,4,2
550,2,6,3,4,1.891,0,1.328,4,1,5,3.66,3.5,4,4.5,1.726,0,0.5,2,3,2,7,3,8,0.946,0,3,5.908,1.623,1,4,3
551,2,6,3,4.789,3,0,2,4,1,5,3,3.5,4,4.5,2,0,-0.608,1.922,3,2,7,3,8.787,2,0.998,3,7,4.358,1,4,2
552,2,6,3,4,3,0,1.269,4,1,5,3,3.5,4,4.5,2,0.656,0.5,2,5.209,2,6.735,3,8,2,0,2.74,7,5,1,4,2
553,2,6,2.365,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,3.699,7,3,8,2,0,3,7,5,1,4,2
554,0.09,6.534,3,4,1.603,0,2,4,1,5,3,3.5,4.993,4.5,0.367,0,0.5,2,3,2,7,2.258,7.446,3.761,0,3,7,5,1,4,2
555,2,6,3,4,3,0.545,2,4.914,1,5,3,3.5,4,4.5,2,0,0.5,3.346,3,2,6.445,3,8,2,0,3,7,5,1.63,4,2
556,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8.325,2,0.053,3,7,5.365,1,4,3
557,2,6,3,4,3,0,2,4,1,5,3,3.5,3.992,4.5,2,0,0.5,2,2.1,2,7,3,8,2,0,3,8.322,5,1,4,2
558,1.597,6,1.906,4,1.55,0,2,4,1,5,3,3.5,4,4.5,3.547,0,0.5,2,3,2,7,2.236,8,2,0,3,5.747,5,1.061,4,3
559,2.209,6,3,5.043,3,0,1.42,4,1,5,3,3.507,4,6.163,1.328,0,0.5,3.68,3,2.536,7.885,3,8,2,0,4.058,7,5,0.863,4,2
560,3.546,6,3,4,3,0.234,2,4,1,5,3,3.5,4.373,4.5,2,0,0.5,2,3,2.255,7,3,9.376,1.748,1.125,3,7,5,1,4,2
561,2,6.107,3,4,3,0,2,4,1,5,4.163,4.193,4,4.5,2,0,0.5,2,3,2,7.09,3,8,2,0,5.736,7,4.492,1,4,3
562,2,6,2.535,4,3.487,0,2,4,1,5,3.26,3.5,4,4.5,1.706,0,0.5,2,3,2,7,3,8,2,-2.062,3,7.862,5,1.839,4,2
563,1.471,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.272,2,3,2,7,3,8,2,0,3,8.63,5,1,4,2
564,2,6.798,3,4,3,0,2,4.681,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
565,2,6,4.524,4,1.361,0,2,2.936,-0.714,5,3,2.955,3.663,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,-0.221,4,2
566,2,6,3,4.846,3,0,2,4.743,0.58,5,3,4.695,4,4.5,4.224,0,0.5,2,3,2,7,3.974,8.45,2,0,3,7,5,1,4,2
567,2,6,3,4,3,0,2,4,1,5.251,3,3.072,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1.676,4,2
568,2,6,3,4,3,0,2,4,1,5,3,3.522,4,4.655,2,0,0.5,3.819,3,2,7,3,8,2,-0.944,3,7,5.734,1,4,2
569,2,6,3,4,3,0,2,4,1,5,3,3.421,4,4.5,2,0,0.5,2,3,2,7,3,8.176,2,0,3,7,5,1,4,2
570,2.556,6,3,4,3.461,0,2,4,1,5,3,3.5,2.085,4.5,1.194,-1.337,0.5,2,3,2,7,3,8,2,-0.147,3,7,5,1.503,4,1
571,2,6,3,4,3,0,2,4,1,5,3.634,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,4.313,4.227,1,4,3
572,2,6,3,4,3,0,2,4,1,5,3,2.486,4,4.5,2,-1.713,0.5,2,1.231,2,7,3.743,8,2,0,4.282,8,4.827,1,4,2
573,3.425,6,3,4,3,0,1.057,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,1.357,0,3,5.681,5,1,2.707,2
574,2,4.863,3,4,2.986,0,2,3.268,1,5,3.312,3.5,4,5.626,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1.983,5.565,2
575,2,6.41,3,4.484,3,0,2,4,1,5,3,3.231,4,4.5,2,0,1.429,2,3,2,7,3,8,2,-1.626,3,7,5,1,4,2
576,2.777,6,3,4,3,-1.075,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,3.095,7,3,8,2.394,0,3,7,5,1,4,2
577,2,4.4,3,4,3,0,1.162,4,1,5,3,3.5,4.23,5.324,2,0,0.5,2,3,2,7,3,8,2,0,3.171,7,5,-0.329,2.884,2
578,1.814,6,3,4,3,-1.152,2,4,1,5,3,3.5,4,5.586,2,0,0.5,3.241,3,2,7,2.228,8,2,-0.018,3,7,5,1,4,2
579,2.476,6,3,4,3,0,2,4,1,6.492,3,3.5,4.104,4.5,2.558,0,0.5,2,3,2,7,3,8,2,0,3,7,4.072,-0.044,4,2
580,2,4.137,3,4,3,0,2,4,0.945,7.142,3,3.5,4,4.5,2,0,0.5,3.3,3,2,7,3.531,8,2,0,5.187,7,5,1,4,3
581,1.981,6,3.319,3.893,1.034,-0.298,2,4,1,5,3,3.5,4,4.5,2,0,0.388,2,3,2,7,2.312,8,2,0,3,7,5,1,4,2
582,2,6,2.89,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,0.893,8.425,3,8,2,0,3,7,5,1,4,2
583,2,6,3,3.93,3,0,2,4,1,3.901,3.458,3.5,3.566,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
584,2,6,3,4,2.553,0,3.883,4,1,6.307,3,3.5,4.015,4.5,2,0,0.5,2.493,3,2,7,3,8,2,0,3,7,5,1,4,2
585,2,6,3,4,3,0,2,4,1,5,3,3.5,4.985,4.5,2,0,0.641,2,3,2,7,3,8,2,1.964,3,7,5,1,4,2
586,2,6.514,3,4,3,0,2,4,2.775,5,3,3.5,4,4.5,2,0,0.56,2,3,2,7,3,8,2,0,2.488,7,5,1,4,2
587,2.534,6,3,4,3,0,2,3.377,1,3.919,3,3.5,4,4.5,2,0,0.279,2,3,3.257,7,3,8,2,0,3,7,5,1,4,2
588,2,6,5.345,4,3,0.29,2,4,1,5,3,4.956,4,4.5,0.949,0,0.5,2,3,2,7,3.957,8,2,0,3.295,7,5,1,4,2
589,2,6,3,4,3,0,1.767,4,1,5.161,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,7.588,-0.013,4,2
590,2,6,3,4,3,0,2,4,1,5,3,4.821,3.567,4.5,1.488,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1.351,4,1
591,2,6,2.7,4,3,0,2.811,1.48,1.416,5,3,3.006,3.855,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5.388,0.372,3.607,2
592,2.706,6,3,4,3,0,3.281,4,1,5,3,4.184,4,4.5,2,0,0.5,3.102,3.413,2,7,3,7.811,2,0,3,7,5,1,4,3
593,4.656,7.107,3,4,3,0,2.981,3.131,1,5,2.51,3.406,4,4.5,2,0,0.5,2,3,2,7,3,8,2.358,0,3.62,7,5,1,4,3
594,1.115,6,3,4,3,0,1.276,4,1,3.21,3,3.5,4,4.5,2,-0.834,0.5,2,3,2,7.094,3,8,2,0,3,7,5,0.384,4,1
595,2.249,6,3,5.026,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2.21,-1.003,3,7,7.027,1,4,2
596,2,6,3,4,2.381,0,2,3.153,1,5,3,3.5,5.264,4.5,2,0,0.5,2,3,2,7,2.639,8,2,0,3,7,5,1,4,2
597,2,6,3.542,4,3,0,2,4,0.06,5,3,3.5,3.508,4.5,2,0,0.5,2,3,2,7,3.751,8,2,0,3,7,5,0.189,4.481,3
598,2,6,3,4,3,0,2,4,1,5,3.333,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0.283,3,7,5,0.193,4,2
599,2,6,3,4,3,0,2,4,1,5,3,2.782,4.999,4.5,1.771,0,0.5,2,3,2,7,3,7.805,2.952,0,3,7,5,1,4,2
600,2,6,3,4,3,0,3.216,4,2.43,4.466,3,3.5,4,4.5,2,0,0.5,2,3,1.584,5.697,3,8,2,0,3,7,4.925,1,4,2
601,2,7.778,3,4,3,-0.356,2,4,1,6.618,3,3.5,4,4.5,2,0,0.5,0.597,3,2,7,3,7.238,2,0,3,7,5.315,1,4.465,2
602,2,6,3,5.197,1.546,0,2,4,1,4.935,3,3.5,4,4.5,2,-0.8,0.5,2,3,2,7.282,3,8,2,-1.301,3,7,5,1,4,2
603,2,6,3.729,4,3,0,2,4,1,5,1.1,2.821,4,4.5,2,0,0.925,2,3,2,7,1.51,8,2,0.802,3,7,5,2.269,4,2
604,2,6,3,4,3,-0.429,0.736,4,1,5,3,3.5,4,3.678,2,0,0.5,2,3,2,7,3,8,1.039,0,3,7.942,5,0.709,4,2
605,2,6,2.227,4,3.788,0,1.429,4,1,4.864,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,6.098,2,0,3,7,6.028,1,4,2
606,2,5.541,3,4,3,0,0.135,2.614,0.057,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,-1.171,3,7,5,1,4,3
607,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,1.176,0,1.068,2,3,2,6.949,3,8,2,0,3.526,7,3.539,1,4,3
608,1.483,6,3,4,3.763,0,2,4,1,5,3,3.5,4,4.5,0.342,1.911,0.763,2,1.788,2,6.035,3,8,2,0,3,7,4.758,2.222,4,2
609,2,6,3.623,4,3.745,0,2,4,1,5,3,3.5,4,4.5,2.483,0,-1.079,2,3,2,7,3,8,2,0,3,7,5,1,4,2
610,1.426,6,3,3.223,3,0,2,4,1,3.867,3,4.134,4,4.5,2,-0.335,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4.405,3
611,2,6,3,4,3,0,2,4,1,3.88,3,3.5,4,4.5,2,0,2.409,2,3,2,7,3,8,2,1.764,0.859,7,6.057,1,4,1
612,2,6,3,4,3.498,0,2,4.64,1,5,3,3.5,4,4.5,2,0,0.5,2,2.44,1.803,7,3,8,2.801,0,3,5.728,5,1,4,3
613,2,6,3.228,4,3,0,2,4,1,5,3,3.094,4,4.5,2,0,1.185,2,3,2,7.279,4.391,5.851,2,0,3,7,5,1,3.157,2
614,2,6,3,4,3.01,0,2,4,1,5,3,4.385,4,4.5,2,0,0.5,2,2.664,2,8.161,3,8,2,0,3,7,5,0.892,4,2
615,2,6,3,3.141,3,0,2,4,1,5,3,4.612,3.871,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,2
616,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,6.299,3,8,2,0.735,3,7,5.711,1,4,2
617,2,6,3,4,3,0,2,4,1,5,3,3.5,3.723,4.5,2,0,0.5,2,3,2,7,3,8,2,0,1.5,7,5.632,1,2.827,2
618,2.978,6,3,4,3,0,2,4,1,5,3,3.5,4.657,4.5,2,0,0.5,2.037,3,2,7,3,8,2,0,3,7,5,1,4,2
619,2,6,3,4,3,0,2,4,0.882,5,3,3.5,4,3.321,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,3
620,2,6,3,4,3,0,2.831,3.183,1,5.019,3.196,3.5,4,4.5,2,0,-0.411,2,3,2,7,3,8,2,0.361,3,8.358,5,1,3.488,2
621,2,6,3,4,3,0,2,3.628,1,5,3,3.5,4,4.5,2.715,0,0.5,2,3,2,6.099,3,5.759,2,0,3,7,5,1,5.71,2
622,1.024,5.862,3,4,3,0,2,4.21,1,5,3,3.5,4,4.5,2,0,0.5,0.853,3,2,7,3,8,2,-0.016,3,7,4.191,1.216,4.147,2
623,2,6,3,4.512,3,0,2,4,1,5,3,3.5,4,4.5,2.124,0,0.5,2,3,2,7,3,9.213,2,0,3,7.293,5.855,1,4,2
624,2,6,3.035,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,8.471,3,8,2,0,2.213,7,5,1,4.596,2
625,2,6,3,4,3,0,2,4,1,5,2.442,1.877,4,5.836,2,0,0.5,2,3,2,7,3,7.904,2,0,3,7,5,1,5.77,2
626,2,6,2.58,4,3,-0.4,2,4.396,2.048,5,3.205,3.5,4,4.5,-0.206,0,0.5,3.367,3,1.785,7,3,8,2,0,3,7,5,0.358,4,3
627,2,6,3,4.943,3,0,0.958,4,1,5,3,3.5,4.708,4.5,2,0.053,0.5,2,3,2,7.252,3,8,1.077,-2.699,3,6.621,5,1,4,2
628,2,6,3,3.154,2.59,-1.903,2,4,1,5,2.882,3.5,4,4.5,2,0.186,0.318,2,3,2,7,3,7.6,2,-0.581,3,7,5.614,1,4,2
629,2,6,3,4,3,0,2,4,1,5,2.006,3.5,4,4.5,1.157,1.356,0.5,2,3,2,7,3,8,2.247,-1.204,3,6.444,5,2.817,4.367,2
630,2,6,3,4,3,-0.506,1.216,4,1,5,3,4.738,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,2.392,4,2
631,1.312,6,3,4,3,0,3.473,4,1,5,3,4.839,4,4.5,3.785,0,0.5,2.617,3,2,7,3,6.97,2,0,3,7,5,1,4,2
632,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,1.001,3,2,7,3,8,1.356,0,3,7,5,1,4,2
633,2.611,6,3,4,3,0,2.434,4,1,5.369,1.903,3.5,3.359,4.5,2,0,0.5,1.605,3,2,7,3,8,2.31,0,3,7,5,1,4,2
634,2,6,3,4,3,0,1.729,4,1,5,3,3.5,4,5.922,2,0,1.416,2,3.878,1.358,7.639,3,8.341,2,0,3,6.361,5,1,4,2
635,2,6,3,4,3,0,2,4,1,5,1.234,3.5,4,4.5,2,0.52,0.5,2,3,2,7,3.206,8,1.674,0,3,7,5,1,4,2
636,2,6,3,4,3,-0.026,2,4.41,1,5,3,3.5,4.407,4.5,2,0,-1.088,2,3,2,7,3,8.085,2,0,3,7,5,0.388,4,2
637,2,6,3,4,3,0,2,4,1.568,5,2.594,3.5,4,4.5,2,1.672,0.5,2,3,2,7,3,5.816,2,0,3.876,7,5,1,4,2
638,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,5.489,3,9.981,1.37,0,3,7,5,1.737,4,2
639,2,6,3,4,3,0,2,4,1,5,3,3.5,4,5.705,2,0,0.5,2,3,2,7,3,8,2,0.492,3,7,5,1,4,2
640,2,4.927,3,4,3.115,0,2,4,1,5,3.996,3.5,4,4.5,2,0,0.5,2,3.352,2,7,3,8,1.762,0,3,7,5,1,4.623,2
641,2,6,3,4,3,0,2,4.15,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,-1.725,4,2
642,1.575,6,1.101,4,3,0.968,2,4,1,5,3.509,3.5,4,4.5,2,-0.911,0.5,2,2.634,2,7.618,4.664,8,2,0,3,8.13,5,1,4,1
643,2,4.264,3,4,3,-2.11,2,4,1,4.656,3,3.5,2.945,4.5,2,0,0.5,2,2.536,2,7,3,8,2,0.106,3,6.537,5,1,4,2
644,1.281,6,3,2.687,3,0.646,2,4,1,3.499,3,3.5,3.827,4.5,2,0,0.5,2,3,2,7,3,7.587,2,0,3,7.164,5,1,4,2
645,-0.08,6,3,0.675,3,0,2,3.927,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4.48,3
646,2,6,3,4,3,0.128,2,4,1,5,3,3.333,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7.158,6.078,1,3.721,2
647,1.64,6,3,4.658,3,0,3.456,5.173,1,5,3,2.945,4,4.5,2,0,0.5,2,3,3.206,7,3,8,2,0,3,7.51,5,1,4,2
648,2,6,4.664,4,3.643,0,2,4,1,5,3,3.5,3.395,4.5,2,0,0.5,0.713,3,2.968,7,3,8,2,0,2.126,7,5,0.944,4.927,3
649,2,6,3,4,4.425,-0.214,2,4,1,6.262,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,4,3
650,2,6,3,4,3,0,2,4,1.655,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8.001,2,0,3,7,5,1,4,2
651,2,6,3,4,3,0,0.814,4.414,0.921,5,3,3.5,4,4.5,2,0,0.5,2,2.248,2,7,3,8,2,0,3.569,7,5,1,3.977,2
652,2,7.04,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0.112,0.5,2,3,2,7,3,8.622,3.462,2.098,3,7,5,1,4,3
653,2,6,3,4,3.675,0,2,4.853,0.622,5,3,3.5,4,5.486,1.215,0,0.5,2,3,2,7,3,8,2,-0.647,3,7,5,1,4,1
654,2,6,2.649,4,3,0,2,4,1,5,3,4.023,2.702,4.5,0.473,-0.241,0.5,2,3,2,7,3,7.799,2,-1.943,3,7,5,1,4,3
655,1.673,6,3,4,3,0.964,2,4,1,5,4.466,3.5,4,4.5,2,0,0.5,2,3,2,7.091,3,8,2,0,3,7,5,0.861,4,1
656,2,6,3,4,2.534,0,2,4,1,5.313,2.317,3.5,4,4.5,0.602,0,0.5,2,3,2,6.734,3,8,2,0,3,7,4.067,0.237,4.219,2
657,3.991,6,3,4,3,0,2,4,3.296,5,3,3.5,5.087,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,8.23,5,1,4,2
658,1.801,6,3,4,3,0,2,4,1,5.35,3,3.5,4,4.5,1.686,0,1.375,2,2.609,2,6.22,3,8,2,0,3,7,5,1,4,3
659,2,6,3,4,3,-0.056,2,4,1,5,3,2.698,4,4.5,2,0.353,0.5,2,3,2.742,7,3.523,8,2,0,3,7,5,1,3.669,3
660,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,1.533,1.45,0.5,2,3,2,7,3,8,2,0.553,3,7,5,1,4,2
661,2,6,3,3.445,2.346,0,2,4,1,5,3.182,3.5,4,3.817,2,-1.441,-0.246,2,3,1.917,7,3,7.078,1.549,0,3,7.242,5,1,4,3
662,2,6,3,4,3,0,1.105,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3.864,2,7,3,8,2,0,3,7,5.43,1,4,2
663,2,4.606,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2.242,3,2,7,3,8,2,0,3,7.863,5,1,4,1
664,2,6,3.193,4,3,0,2,4,1,5,3,3.378,4,4.5,2,0,0.5,2,3,2,7,3,8,2,1,2.855,7,5,1,4,2
665,2,6,3,4,3,0,2,5.031,1.207,5,3,3.5,4,4.5,2,0,0.5,0.535,2.771,2,7,3,8,2,0,3,7,5,1,4,2
666,2,6,3,4,3,0,2,4,1.22,5,3,3.5,4,4.5,2,1.282,0.5,2,3,2,7,3,8,2,0.051,4.245,7,5,0.604,4,2
667,2,6,3.472,4,3,0,1.976,4,1,8.073,3,3.5,4,4.5,0.793,0,0.5,2,3,2,7,3,8,1.28,0,3,7,5,-0.332,4,2
668,2,6,3.539,4,3,0,2,4,1,4.541,3,3.5,4,4.5,2,0,0.5,2,3,2,7.047,3,8,4.307,0,3,7,5,1,4,2
669,2,6,2.654,4,3,0,2,4.044,0.62,3.404,3,3.5,4,4.5,2,0,0.5,1.78,3,2,7,3,7.671,2.308,0,3,7,5,1,4,2
670,2,6,3,4,3,0,2,3.744,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,7.921,2,0,1.638,7,5,1,4,2
671,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,3.025,3,1.36,7,4.257,8,1.275,0,3,7,5,1,4,2
672,2,6,3,4,3,0,2,4,1,5,3,3.5,1.513,4.5,3.347,0,0.5,2,3,2,6.393,3,8,2,0,3,7,5,1.627,4,2
673,2,6,2.476,4,3,1.063,2,4,1,5,3,3.5,4,4.5,2,-1.696,0.5,2,3,2,7,3,8,2,0,3,5.408,5,-1.134,4,1
674,2,6.39,3,4,3,0,2,4,1,5,3,3.325,4,4.5,2,0.358,0.5,2,3,2,7,3,8,1.655,0,3,7,5,1,4,2
675,2.269,5.196,0.972,4,3,0,2.701,4,1,5.724,2.086,3.5,4,4.5,1.494,0,0.5,2,3,1.698,7,3,8,2,1.056,3,6.292,5,1,4,3
676,2,6.061,3,4,3,0,2,4,1,5,3,2.993,4,4.106,2,0,-0.355,2,3,1.542,7,3,7.353,2,0,3,7,5,1,4,2
677,2.198,6,3,4,3,0,2,4,1,5.158,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,9.437,2,0,3,7,5,1,4,2
678,2,6,3,4,3,0,2,4.639,1,5,3,3.5,4,4.5,2,0,0.052,2,3,2,7,3,8,2,0,3,7,5.048,1,4,3
679,2,6,3,4,3,0,2,4,1,5,3,3.154,4,3.77,2,-0.958,0.5,2,3,2,7,1.538,8,2,0,4.203,7,5.278,1,4,3
680,2,5.635,3,4,3,0,2,5.149,1,5,3,1.907,4,4.5,2,0,0.5,2,2.285,2,7,3,8,2,1.242,3,7,5,1,2.367,2
681,0.723,6,3,4,3.524,0,2,4,1,5,3,3.5,4,4.971,2,0,0.5,2,1.198,0.829,7,3,8,1.439,-0.92,3,6.145,5,1,4,2
682,2,6,3,3.374,3,0.324,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,1.522,2,7,3,8,1.844,0,3.629,7.147,5,1.684,4,2
683,1.173,6,3,4,3,0,2,4,1,5,3,3.239,2.555,4.5,2,0,1.12,2,3,2,7,3,6.475,0.968,0,3,7,5,1,4,2
684,2,6,3,4,4.404,0,2,4,1,5,3,3.5,4,4.5,2,0,0.5,2,3,2,5.339,3,8,2,0,3,7,5,1,4,3
685,2,6,3,4,3,0,2,4,2.36,5,3,3.5,4,4.5,2,-0.843,0.5,2,3.424,2,7,3,8,2,0,3,7,5,1,4,2
686,2,6,3,4,3,-0.416,2,4,1,5,3,3.829,4,4.5,2.238,0,0.5,2,2.08,2,7,3,8,1.92,0,3,7,5.303,1,4,2
687,2,6,3,3.303,3,0,2,4,1,5,3,3.5,4.957,5.741,1.225,0,0.5,2,3,2,7,3,8,2,0,2.523,7,5,1,4,2
688,2,6,1.55,4,3,1.296,1.777,4,1,5,3,3.5,4,4.5,1.518,-0.168,0.5,2,3,2,7,3,8,2,0,3.947,8.25,5,1,4,1
689,2,6,4.258,4,3,0,2,4,1,5,3,3.952,4,4.868,1.824,0,0.5,2,3,2,7,3,8,2,0,3,6.944,5,1,4,3
690,2,5.134,4.211,4,3,-0.326,2,4,1,5,3.471,3.5,3.58,4.5,2,0,0.5,2,3,2,7,2.477,8,2,0,2.361,7,5,1,4,2
691,2,6,3,4,3,0,2,4,1,5,3,3.5,4,4.5,2,0.06,0.326,2,2.86,2,7,3.945,8,2,0,3,7,5,1,4.842,2
692,2.468,6,3,4,3,0.713,2,4,1,5,3,3.5,4,4.286,0.908,0,0.5,2,3,2,7,3,8,2,0,3,6.821,5,1,4,2
693,2,6,3.74,4.364,2.621,-1.153,3.237,4,1,5,3,3.5,4,4.5,2,0,0.824,2,3.475,2,7,2.782,8,1.993,0,3,5.835,5,1,4,2
694,2,5.971,3,4,3,0,2,4,1,3.979,3,3.5,4,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,7,5,1,3.822,2
695,2,6,3,4,3,-1.641,2,4,1,5,2.87,3.5,2.362,4.5,2,0,0.5,2,3,2,7,3,8,2,-0.783,3,7,5,1,4,2
696,2,6,3,3.732,3,-0.194,2,4,1,5,2.437,3.5,4,4.5,2,0,0.5,2.289,3,2,7,3,8,2,0,3,7,5,1,4,3
697,2,6.028,3,4,3,0,2,4,1,5,3,3.5,4.375,4.5,2,0,0.5,2,3,2,7,3,8,2,0,3,6.777,3.723,1,4,2
698,2,6,3,4,3,0,2,4,1,6.63,3,3.5,4,4.5,2,0,0.525,2,3,2,6.336,3,7.834,2,0,3,7,5,1,4,2
