person_id,choice_id,alt,choice,price,opcost,range,ev,gas,hybrid,hiperf,medhiperf
12,169,1,0,23610,44.04,0,0,1,0,0,1
12,169,2,1,30443,35.28,0,0,0,1,1,1
12,169,3,0,30532,17.32,1.6,1,0,0,0,0
12,170,1,1,23692,68.81,0,0,1,0,0,1
12,170,2,0,24485,56.23,0,0,1,0,1,1
12,170,3,0,68202,21.87,1.7,1,0,0,1,1
12,171,1,0,40416,36.14,0,0,0,1,1,1
12,171,2,1,15691,58.44,0,0,1,0,0,1
12,171,3,0,16813,46.19,0,0,1,0,1,1
12,172,1,1,33698,24.26,0,0,0,1,1,1
12,172,2,0,23673,55.06,0,0,1,0,0,0
12,172,3,0,50734,41.14,0,0,0,1,0,0
12,173,1,1,31236,60.83,0,0,1,0,1,1
12,173,2,0,8128,27.32,0,0,1,0,1,1
12,173,3,0,38041,5.82,1.7,1,0,0,0,1
12,174,1,1,26971,60.51,0,0,1,0,0,0
12,174,2,0,31684,20.88,1.4,1,0,0,0,0
12,174,3,0,23490,21.16,2,1,0,0,1,1
12,175,1,1,53665,47.51,0,0,0,1,0,1
12,175,2,0,26070,32.9,0,0,0,1,0,0
12,175,3,0,17951,36.38,0,0,1,0,0,0
13,176,1,0,10908,30.04,0,0,1,0,0,0
13,176,2,1,7677,23.37,0,0,1,0,1,1
13,176,3,0,8355,31.33,0,0,1,0,0,0
13,177,1,0,28827,15.48,0,0,0,1,0,1
13,177,2,1,20140,48.86,0,0,1,0,1,1
13,177,3,0,24647,44.92,0,0,1,0,1,1
13,178,1,1,21584,36.13,0,0,1,0,0,1
13,178,2,0,16253,52.01,0,0,1,0,0,0
13,178,3,0,46436,35.01,0,0,0,1,0,0
13,179,1,1,29571,15.53,0,0,0,1,0,1
13,179,2,0,36629,19.06,0,0,0,1,0,0
13,179,3,0,15920,17.77,0.6,1,0,0,1,1
13,180,1,0,60296,29.43,1.7,1,0,0,0,0
13,180,2,0,62356,36.95,0.6,1,0,0,0,1
13,180,3,1,63572,29.18,0,0,0,1,1,1
13,181,1,0,23390,12.75,2,1,0,0,0,0
13,181,2,1,12040,60.12,0,0,1,0,1,1
13,181,3,0,62872,39.11,0,0,0,1,0,1
13,182,1,0,37373,22.46,0,0,0,1,0,0
13,182,2,0,38042,47.95,0,0,0,1,0,0
13,182,3,1,38110,44.74,0,0,1,0,0,0
13,183,1,0,44348,24.98,1.4,1,0,0,0,0
13,183,2,1,32729,59.93,0,0,1,0,0,0
13,183,3,0,68244,29,1.9,1,0,0,0,0
13,184,1,1,52030,18.44,0,0,0,1,0,0
13,184,2,0,30087,11.41,1.4,1,0,0,1,1
13,184,3,0,42641,5.14,1.6,1,0,0,1,1
13,185,1,1,39995,30.61,0,0,0,1,0,0
13,185,2,0,30694,13.47,1.7,1,0,0,1,1
13,185,3,0,30177,9.78,0,0,0,1,0,1
13,186,1,0,55435,15.71,0,0,0,1,0,0
13,186,2,0,48402,33.62,0,0,0,1,0,1
13,186,3,1,20663,55.29,0,0,1,0,1,1
13,187,1,1,22485,59.81,0,0,1,0,1,1
13,187,2,0,66087,29.64,1.9,1,0,0,0,1
13,187,3,0,47316,27.55,0,0,0,1,1,1
13,188,1,0,22035,52.26,0,0,1,0,0,0
13,188,2,1,22431,50.44,0,0,1,0,0,1
13,188,3,0,50359,26.64,0.7,1,0,0,0,0
13,189,1,0,26188,33.08,1.4,1,0,0,0,1
13,189,2,1,49996,21.39,0,0,0,1,1,1
13,189,3,0,48643,21.31,2,1,0,0,1,1
13,190,1,0,26039,21.64,0,0,0,1,0,1
13,190,2,0,38407,31.76,0,0,0,1,0,1
13,190,3,1,13110,57.95,0,0,1,0,1,1
14,191,1,0,7204,25.46,0,0,1,0,0,0
14,191,2,1,50294,29.71,1.5,1,0,0,1,1
14,191,3,0,26616,9.97,1.2,1,0,0,0,1
14,192,1,0,32149,34.07,1.6,1,0,0,1,1
14,192,2,1,22275,55.22,0,0,1,0,0,1
14,192,3,0,22098,31.69,0.9,1,0,0,0,0
14,193,1,0,23123,16.16,0,0,0,1,0,0
14,193,2,0,69181,36.07,1.8,1,0,0,0,1
14,193,3,1,89861,28.32,0.8,1,0,0,1,1
14,194,1,0,43529,27.76,1.7,1,0,0,0,0
14,194,2,0,44697,7.59,0.9,1,0,0,0,0
14,194,3,1,38641,31.26,0,0,0,1,0,0
14,195,1,0,68899,20.58,1.1,1,0,0,0,1
14,195,2,1,38497,27.04,0,0,0,1,0,1
14,195,3,0,66695,50.68,0,0,0,1,1,1
14,196,1,0,24086,57,0,0,1,0,1,1
14,196,2,0,79199,42.15,0,0,0,1,1,1
14,196,3,1,58255,44.71,0,0,0,1,1,1
14,197,1,1,20220,61.9,0,0,1,0,1,1
14,197,2,0,17442,38.4,0,0,1,0,0,0
14,197,3,0,37962,13.01,1.1,1,0,0,0,1
14,198,1,0,51809,36.23,0,0,0,1,0,1
14,198,2,0,69855,40.3,1.9,1,0,0,0,0
14,198,3,1,30015,22.09,1.2,1,0,0,0,0
14,199,1,0,24414,17.44,0,0,0,1,1,1
14,199,2,1,18907,49.17,0,0,1,0,0,1
14,199,3,0,31401,11.36,1.3,1,0,0,0,0
14,200,1,0,27591,69.45,0,0,1,0,0,0
14,200,2,1,29632,9.79,1.3,1,0,0,1,1
14,200,3,0,35220,19.4,1.5,1,0,0,0,1
14,201,1,1,40448,41,0,0,0,1,1,1
14,201,2,0,69150,29.72,0,0,0,1,0,1
14,201,3,0,34464,21.5,1.3,1,0,0,1,1
14,202,1,0,7944,25.31,0,0,1,0,1,1
14,202,2,0,9303,19.83,0,0,1,0,0,1
14,202,3,1,9474,19.05,0,0,1,0,0,0
14,203,1,0,65593,34.94,1.7,1,0,0,0,1
14,203,2,1,60646,21.02,0,0,0,1,0,0
14,203,3,0,69968,37.9,1,1,0,0,0,1
14,204,1,1,46481,45.41,0,0,0,1,1,1
14,204,2,0,43454,34.49,1.6,1,0,0,0,0
14,204,3,0,25466,19.77,1.1,1,0,0,0,0
14,205,1,0,30797,40.91,1.9,1,0,0,0,1
14,205,2,1,57143,20.53,0,0,0,1,0,0
14,205,3,0,64211,9.24,1.1,1,0,0,1,1
15,206,1,0,63947,30.4,0,0,0,1,0,0
15,206,2,0,41134,24.09,0.9,1,0,0,0,1
15,206,3,1,55879,16.39,1.7,1,0,0,1,1
15,207,1,0,55047,19.27,0,0,0,1,1,1
15,207,2,1,37273,14.46,0,0,0,1,1,1
15,207,3,0,34483,38.51,0,0,0,1,0,1
15,208,1,0,34643,14.85,0.9,1,0,0,0,0
15,208,2,1,24728,51.39,0,0,1,0,1,1
15,208,3,0,37659,25.61,1.9,1,0,0,0,0
15,209,1,0,18460,37.97,0,0,1,0,0,0
15,209,2,0,49603,20.52,0.8,1,0,0,0,0
15,209,3,1,18064,50.84,0,0,1,0,0,1
15,210,1,0,33754,30.13,0.9,1,0,0,1,1
15,210,2,0,26111,62.87,0,0,1,0,0,0
15,210,3,1,53148,23.93,0,0,0,1,0,0
15,211,1,0,27299,48.86,0,0,1,0,0,1
15,211,2,1,27111,41.33,0,0,1,0,0,1
15,211,3,0,40171,23.22,0.7,1,0,0,0,0
15,212,1,1,43441,14.08,0,0,0,1,0,1
15,212,2,0,40331,35.48,0,0,0,1,0,0
15,212,3,0,20530,52.01,0,0,1,0,1,1
15,213,1,0,29291,25.84,0.8,1,0,0,0,1
15,213,2,1,32273,48.89,0,0,0,1,1,1
15,213,3,0,26988,52.48,0,0,1,0,0,0
15,214,1,0,29056,46.9,0,0,1,0,1,1
15,214,2,1,41548,21.58,0,0,0,1,1,1
15,214,3,0,25924,57.03,0,0,1,0,0,1
15,215,1,1,38277,37.27,0,0,0,1,1,1
15,215,2,0,32115,59.4,0,0,1,0,1,1
15,215,3,0,8520,21.34,0,0,1,0,0,0
15,216,1,1,29618,31.13,0,0,0,1,0,0
15,216,2,0,57228,28.26,1.3,1,0,0,1,1
15,216,3,0,17235,53.43,0,0,1,0,0,1
15,217,1,0,81286,22.19,0.7,1,0,0,1,1
15,217,2,0,48362,20.8,0,0,0,1,1,1
15,217,3,1,21373,11.68,0,0,0,1,1,1
15,218,1,0,51939,10.2,1.1,1,0,0,0,0
15,218,2,0,20584,38.93,0,0,1,0,0,0
15,218,3,1,26732,19.01,0,0,0,1,0,0
15,219,1,0,20750,14.35,0.8,1,0,0,1,1
15,219,2,1,10082,18.5,0,0,1,0,0,1
15,219,3,0,13338,42.94,0,0,1,0,0,1
15,220,1,0,82061,31.94,0,0,0,1,0,1
15,220,2,0,20951,51.6,0,0,1,0,0,1
15,220,3,1,46543,37.13,0,0,0,1,1,1
16,221,1,0,30659,37.66,0,0,1,0,1,1
16,221,2,0,44188,32.92,0.9,1,0,0,0,0
16,221,3,1,38871,19.77,0,0,0,1,1,1
16,222,1,0,54213,14.89,1,1,0,0,0,0
16,222,2,0,16898,61.37,0,0,1,0,0,0
16,222,3,1,22381,64.88,0,0,1,0,0,1
16,223,1,1,14964,62,0,0,1,0,0,1
16,223,2,0,7408,30.98,0,0,1,0,0,1
16,223,3,0,15366,43.53,0,0,1,0,0,0
16,224,1,0,16369,12.28,1.7,1,0,0,1,1
16,224,2,0,46942,29.41,1.5,1,0,0,1,1
16,224,3,1,28425,37.16,1.2,1,0,0,0,1
16,225,1,0,29814,6.73,1.9,1,0,0,1,1
16,225,2,1,23725,61.58,0,0,1,0,0,0
16,225,3,0,17796,13.19,2,1,0,0,0,1
16,226,1,0,40026,9.51,1.6,1,0,0,1,1
16,226,2,1,41230,18.59,0,0,0,1,1,1
16,226,3,0,22792,10.6,1,1,0,0,0,0
16,227,1,0,23115,59.69,0,0,1,0,0,1
16,227,2,0,77310,28.57,1.9,1,0,0,0,0
16,227,3,1,28057,23.9,0,0,0,1,0,0
16,228,1,0,71444,6.39,1.9,1,0,0,1,1
16,228,2,1,62623,18.45,0,0,0,1,0,0
16,228,3,0,33224,36.96,0,0,0,1,1,1
16,229,1,1,28972,34.31,0,0,0,1,0,0
16,229,2,0,34009,11.02,0.9,1,0,0,0,0
16,229,3,0,14757,47.7,0,0,1,0,0,1
16,230,1,1,65754,20.36,0,0,0,1,1,1
16,230,2,0,65536,27.92,0,0,0,1,0,0
16,230,3,0,38490,32.01,1.4,1,0,0,0,0
16,231,1,1,47702,38.04,0,0,0,1,0,1
16,231,2,0,26839,55.69,0,0,1,0,0,0
16,231,3,0,28943,53.07,0,0,1,0,0,0
16,232,1,0,41552,26.27,1.9,1,0,0,0,0
16,232,2,1,45555,45.4,0,0,0,1,1,1
16,232,3,0,14591,46,0,0,1,0,0,1
16,233,1,0,24698,6.31,1.2,1,0,0,1,1
16,233,2,0,14568,37.74,0,0,1,0,0,0
16,233,3,1,17453,44.69,0,0,1,0,0,0
16,234,1,0,26471,46.61,0,0,1,0,1,1
16,234,2,1,64469,43.36,0,0,0,1,0,1
16,234,3,0,25727,54.01,0,0,1,0,1,1
16,235,1,0,32247,10.82,1.2,1,0,0,0,1
16,235,2,1,26886,15.56,0.6,1,0,0,1,1
16,235,3,0,40465,24.1,0,0,0,1,0,1
17,236,1,0,26031,44.26,0,0,1,0,0,1
17,236,2,1,43015,21.5,0,0,0,1,0,1
17,236,3,0,33897,31.76,0,0,0,1,0,0
17,237,1,1,20430,22.47,0,0,0,1,1,1
17,237,2,0,43696,20.69,1.8,1,0,0,1,1
17,237,3,0,14867,43.63,0,0,1,0,0,1
17,238,1,1,56927,23.11,0,0,0,1,0,1
17,238,2,0,34391,45.26,0,0,0,1,0,0
17,238,3,0,18038,41.94,0,0,1,0,0,0
17,239,1,1,29691,19.09,0,0,0,1,0,1
17,239,2,0,27164,70.15,0,0,1,0,0,0
17,239,3,0,35314,50.81,0,0,0,1,0,1
17,240,1,0,8153,29.43,0,0,1,0,0,0
17,240,2,1,7935,27.74,0,0,1,0,1,1
17,240,3,0,19478,9.12,1.6,1,0,0,0,1
17,241,1,0,29224,52.28,0,0,1,0,0,1
17,241,2,1,26986,49.13,0,0,1,0,0,1
17,241,3,0,68372,16.52,0,0,0,1,1,1
17,242,1,1,22516,47.04,0,0,1,0,0,1
17,242,2,0,30101,9.28,0.7,1,0,0,1,1
17,242,3,0,19954,62.77,0,0,1,0,1,1
17,243,1,0,14469,60.36,0,0,1,0,1,1
17,243,2,1,15511,51.21,0,0,1,0,0,1
17,243,3,0,28264,9.16,0.9,1,0,0,1,1
17,244,1,1,21075,5.83,2,1,0,0,1,1
17,244,2,0,12945,8.57,0,0,0,1,0,0
17,244,3,0,36294,67.19,0,0,1,0,0,0
17,245,1,1,47270,22.91,0,0,0,1,0,0
17,245,2,0,42008,29.17,0.7,1,0,0,0,1
17,245,3,0,35387,25.97,0,0,0,1,1,1
17,246,1,0,33170,9.26,0.7,1,0,0,0,1
17,246,2,1,20312,53.63,0,0,1,0,0,1
17,246,3,0,30001,56.39,0,0,1,0,1,1
17,247,1,1,73067,32.51,0,0,0,1,0,1
17,247,2,0,24781,24.54,1,1,0,0,1,1
17,247,3,0,16491,61.13,0,0,1,0,0,1
17,248,1,0,15349,11.7,1.3,1,0,0,0,0
17,248,2,1,39547,18.5,0.7,1,0,0,1,1
17,248,3,0,91243,15,1,1,0,0,0,0
17,249,1,0,84578,35.96,0,0,0,1,1,1
17,249,2,1,48230,31.76,1.5,1,0,0,0,1
17,249,3,0,27352,56.99,0,0,1,0,0,0
17,250,1,1,14644,59.35,0,0,1,0,1,1
17,250,2,0,35197,32.39,0.7,1,0,0,0,0
17,250,3,0,53205,38.63,0,0,0,1,1,1
18,251,1,0,48614,6.67,2,1,0,0,0,1
18,251,2,0,67081,18.56,1.6,1,0,0,0,0
18,251,3,1,29803,63.06,0,0,1,0,1,1
18,252,1,0,26857,10.68,1.3,1,0,0,1,1
18,252,2,0,36820,28.62,0,0,0,1,1,1
18,252,3,1,14948,47.43,0,0,1,0,1,1
18,253,1,0,36845,14.62,0,0,0,1,0,1
18,253,2,1,17199,34.49,0,0,1,0,1,1
18,253,3,0,17298,51.93,0,0,1,0,1,1
18,254,1,1,22160,62.09,0,0,1,0,1,1
18,254,2,0,30678,17.24,0.8,1,0,0,0,1
18,254,3,0,32109,12.53,1,1,0,0,0,0
18,255,1,1,22312,47.07,0,0,1,0,0,1
18,255,2,0,18160,57.19,0,0,1,0,0,0
18,255,3,0,30576,4.33,0.9,1,0,0,1,1
18,256,1,1,29748,58.92,0,0,1,0,0,1
18,256,2,0,74075,30.34,0,0,0,1,1,1
18,256,3,0,60809,7.56,1.7,1,0,0,0,1
18,257,1,1,25682,39.18,0,0,1,0,1,1
18,257,2,0,24664,69.79,0,0,1,0,1,1
18,257,3,0,59643,30.89,0,0,0,1,0,0
18,258,1,0,50460,46.54,0,0,0,1,0,1
18,258,2,1,17199,44.96,0,0,1,0,1,1
18,258,3,0,31586,22.13,0,0,0,1,0,1
18,259,1,0,26581,15.02,1.6,1,0,0,0,1
18,259,2,0,43039,42.31,0,0,0,1,0,1
18,259,3,1,16795,33.53,0,0,0,1,1,1
18,260,1,0,41911,27.36,0,0,0,1,0,1
18,260,2,0,49522,37.74,1.9,1,0,0,1,1
18,260,3,1,18988,44.73,0,0,1,0,1,1
18,261,1,1,27443,32.18,0,0,0,1,1,1
18,261,2,0,27023,59.61,0,0,1,0,1,1
18,261,3,0,32597,17.78,0,0,0,1,1,1
19,262,1,0,13027,53.7,0,0,1,0,0,0
19,262,2,1,17466,38.6,0,0,1,0,1,1
19,262,3,0,23372,5.94,1.7,1,0,0,1,1
19,263,1,1,23768,47.37,0,0,1,0,1,1
19,263,2,0,24890,56.44,0,0,1,0,0,0
19,263,3,0,25345,52.57,0,0,1,0,1,1
19,264,1,0,38623,25.51,2,1,0,0,0,0
19,264,2,0,41472,31.79,0.8,1,0,0,1,1
19,264,3,1,27971,23.65,0,0,0,1,0,1
19,265,1,0,54930,17.64,1.3,1,0,0,0,0
19,265,2,1,22366,41.39,0,0,0,1,1,1
19,265,3,0,19079,51.53,0,0,1,0,0,1
19,266,1,0,30938,15.05,0.6,1,0,0,0,0
19,266,2,1,35466,20.35,1.4,1,0,0,0,0
19,266,3,0,63716,39.94,0,0,0,1,0,1
19,267,1,0,36935,38.03,0,0,1,0,0,0
19,267,2,0,95585,40.67,0,0,0,1,0,0
19,267,3,1,34294,48.03,0,0,1,0,0,0
19,268,1,0,20558,57.68,0,0,1,0,0,0
19,268,2,1,20409,62.13,0,0,1,0,0,1
19,268,3,0,47432,22.5,0,0,0,1,1,1
19,269,1,1,16870,7.38,1.1,1,0,0,0,1
19,269,2,0,11135,31.28,0,0,1,0,1,1
19,269,3,0,20776,11.95,1.8,1,0,0,0,0
19,270,1,1,21355,34.11,0,0,0,1,0,0
19,270,2,0,34757,34.74,1.9,1,0,0,1,1
19,270,3,0,57162,19.86,0,0,0,1,0,1
19,271,1,0,28733,15.97,0,0,0,1,0,0
19,271,2,1,27623,56.17,0,0,1,0,1,1
19,271,3,0,51046,39.66,1.9,1,0,0,0,0
19,272,1,0,35113,54.51,0,0,1,0,0,1
19,272,2,1,27464,10.76,0,0,0,1,0,1
19,272,3,0,23813,3.91,1.4,1,0,0,0,0
19,273,1,0,62224,51.48,0,0,0,1,0,0
19,273,2,0,28720,29.78,1.2,1,0,0,1,1
19,273,3,1,25055,25.69,1.7,1,0,0,1,1
19,274,1,0,53789,41.43,1.9,1,0,0,1,1
19,274,2,0,26483,28.93,0,0,0,1,0,0
19,274,3,1,30938,32.02,0,0,0,1,0,1
19,275,1,0,18416,34.3,0,0,0,1,0,0
19,275,2,0,30704,7.44,2,1,0,0,0,1
19,275,3,1,10244,30.53,0,0,1,0,0,1
19,276,1,1,22253,63.54,0,0,1,0,1,1
19,276,2,0,23497,38.51,1.5,1,0,0,0,0
19,276,3,0,19690,10.07,0,0,0,1,0,0
20,277,1,0,41682,24.12,0.9,1,0,0,0,1
20,277,2,0,28688,39.75,0,0,1,0,1,1
20,277,3,1,26904,35.31,0,0,0,1,1,1
20,278,1,0,19146,19.83,0,0,0,1,1,1
20,278,2,1,55254,40.53,0,0,0,1,0,0
20,278,3,0,27119,60.43,0,0,1,0,0,1
20,279,1,1,28222,48.32,0,0,1,0,0,1
20,279,2,0,18691,27.72,1,1,0,0,0,0
20,279,3,0,38474,26.6,0,0,0,1,0,0
20,280,1,0,41170,24.35,0,0,0,1,1,1
20,280,2,0,55134,16.93,0.6,1,0,0,1,1
20,280,3,1,38074,19.52,0,0,0,1,0,1
20,281,1,0,40116,47.91,0,0,0,1,0,0
20,281,2,0,34173,67.33,0,0,1,0,0,0
20,281,3,1,42565,35.28,0,0,0,1,0,0
20,282,1,0,25665,28.21,1.2,1,0,0,0,1
20,282,2,0,43992,18.53,0.8,1,0,0,0,1
20,282,3,1,27453,35.56,0,0,0,1,0,0
20,283,1,0,36269,33.48,0.7,1,0,0,0,0
20,283,2,0,36838,65.74,0,0,1,0,0,0
20,283,3,1,40243,8.85,1.4,1,0,0,1,1
20,284,1,0,28144,27.37,0.9,1,0,0,0,0
20,284,2,1,15208,28.38,1.3,1,0,0,1,1
20,284,3,0,16658,33.61,0,0,1,0,1,1
20,285,1,0,62886,18.88,1.1,1,0,0,0,1
20,285,2,0,45364,25.18,1.7,1,0,0,1,1
20,285,3,1,25999,39.11,0,0,1,0,1,1
20,286,1,0,29309,7.23,1.3,1,0,0,0,0
20,286,2,0,12698,34.47,0,0,1,0,1,1
20,286,3,1,24826,27.81,0,0,0,1,0,0
20,287,1,1,23194,14.27,0,0,0,1,0,0
20,287,2,0,16113,17.06,1.1,1,0,0,0,0
20,287,3,0,14533,9.72,0.7,1,0,0,0,0
20,288,1,0,58410,32.03,0,0,0,1,0,1
20,288,2,0,29174,39.8,0,0,1,0,0,1
20,288,3,1,24122,40.94,0,0,1,0,0,1
20,289,1,0,24871,63.43,0,0,1,0,0,0
20,289,2,1,24187,65.65,0,0,1,0,0,0
20,289,3,0,57167,12.4,1.4,1,0,0,0,1
20,290,1,0,25171,22.99,0.7,1,0,0,0,1
20,290,2,0,57248,14.24,0.6,1,0,0,1,1
20,290,3,1,20575,42.55,0,0,1,0,0,1
20,291,1,0,14509,51.46,0,0,1,0,1,1
20,291,2,1,37647,29.22,0,0,0,1,0,1
20,291,3,0,30121,31.59,0.6,1,0,0,1,1
21,292,1,0,36780,64.46,0,0,1,0,0,1
21,292,2,1,53373,37.51,0,0,0,1,1,1
21,292,3,0,76260,19.61,1.6,1,0,0,1,1
21,293,1,1,43002,22.37,0,0,0,1,0,1
21,293,2,0,62739,39.82,0.8,1,0,0,0,1
21,293,3,0,27954,61.6,0,0,1,0,0,1
21,294,1,1,21665,52.01,0,0,1,0,1,1
21,294,2,0,51527,10.83,0.9,1,0,0,0,1
21,294,3,0,48383,29.17,1.8,1,0,0,1,1
21,295,1,1,22627,52.1,0,0,1,0,1,1
21,295,2,0,37560,16.8,1.2,1,0,0,1,1
21,295,3,0,50406,21.96,1.1,1,0,0,0,1
21,296,1,0,61284,26.15,0,0,0,1,1,1
21,296,2,0,47634,8.72,1.4,1,0,0,0,0
21,296,3,1,24941,42.52,0,0,1,0,1,1
21,297,1,0,19081,55.2,0,0,1,0,0,1
21,297,2,1,21484,47.85,0,0,0,1,1,1
21,297,3,0,48497,42.09,0,0,0,1,0,1
21,298,1,0,23052,61.89,0,0,1,0,0,1
21,298,2,0,44388,14.14,0,0,0,1,0,0
21,298,3,1,18302,56.93,0,0,1,0,1,1
21,299,1,0,25865,19.39,0,0,0,1,1,1
21,299,2,0,13299,16.43,0,0,0,1,0,0
21,299,3,1,7539,30.76,0,0,1,0,1,1
21,300,1,0,54474,32.25,1.9,1,0,0,0,1
21,300,2,0,71772,26.84,1.2,1,0,0,0,0
21,300,3,1,27093,67,0,0,1,0,1,1
21,301,1,1,23834,35.67,0,0,0,1,0,1
21,301,2,0,38819,51.55,0,0,1,0,1,1
21,301,3,0,21692,44.37,0,0,0,1,0,1
21,302,1,1,23256,40.48,0,0,1,0,1,1
21,302,2,0,62079,21.33,0,0,0,1,0,0
21,302,3,0,21924,55.72,0,0,1,0,1,1
21,303,1,0,17817,59,0,0,1,0,0,0
21,303,2,1,25089,30.38,0,0,0,1,0,1
21,303,3,0,11681,30.96,0,0,1,0,1,1
21,304,1,0,58162,30.59,0,0,0,1,1,1
21,304,2,1,18112,37.45,0,0,1,0,1,1
21,304,3,0,16387,44.05,0,0,1,0,0,1
21,305,1,0,36017,25.55,2,1,0,0,0,0
21,305,2,0,51046,24.55,0,0,0,1,0,0
21,305,3,1,38306,21.65,1.2,1,0,0,0,1
21,306,1,0,16307,49.23,0,0,1,0,0,0
21,306,2,1,28788,31.99,0,0,0,1,0,0
21,306,3,0,76883,31.13,1.1,1,0,0,0,1
22,307,1,0,9233,18.18,0,0,1,0,1,1
22,307,2,1,22027,32.95,1.7,1,0,0,1,1
22,307,3,0,51932,25.68,1.6,1,0,0,1,1
22,308,1,1,52776,9.56,1.3,1,0,0,1,1
22,308,2,0,10528,8.01,0,0,0,1,1,1
22,308,3,0,24635,56.06,0,0,1,0,0,0
22,309,1,0,10244,11.44,0,0,0,1,0,0
22,309,2,1,39582,18.97,0,0,0,1,0,1
22,309,3,0,56765,23.16,0,0,0,1,0,1
22,310,1,1,27997,65.55,0,0,1,0,0,0
22,310,2,0,23246,41.27,0,0,1,0,0,1
22,310,3,0,15397,67.71,0,0,1,0,0,0
22,311,1,0,26733,43.57,0,0,1,0,0,0
22,311,2,0,29536,37.34,0,0,1,0,0,0
22,311,3,1,17679,49.23,0,0,1,0,1,1
22,312,1,0,23480,39.49,0,0,0,1,0,0
22,312,2,1,20872,57.29,0,0,1,0,0,1
22,312,3,0,44717,37.52,0,0,0,1,0,1
22,313,1,0,26130,10.37,0.9,1,0,0,0,0
22,313,2,0,23359,15.59,0.7,1,0,0,1,1
22,313,3,1,48316,19.61,0,0,0,1,0,0
22,314,1,1,85558,22.5,1.9,1,0,0,0,1
22,314,2,0,65508,19.85,0.9,1,0,0,1,1
22,314,3,0,78979,34.74,1.2,1,0,0,1,1
22,315,1,0,26668,25.54,0,0,0,1,0,0
22,315,2,0,50463,7.38,0.6,1,0,0,0,1
22,315,3,1,17694,60.05,0,0,1,0,1,1
22,316,1,0,66812,15.13,0.6,1,0,0,0,0
22,316,2,0,29192,48.18,0,0,1,0,0,0
22,316,3,1,27006,65.36,0,0,1,0,1,1
22,317,1,0,32499,39.6,0,0,1,0,0,0
22,317,2,0,43902,36,0,0,0,1,0,0
22,317,3,1,29325,55.5,0,0,1,0,1,1
22,318,1,0,89242,17.31,1.3,1,0,0,0,0
22,318,2,0,95819,44.03,0,0,0,1,1,1
22,318,3,1,43424,37.09,0,0,0,1,1,1
22,319,1,0,59960,12.76,2,1,0,0,0,0
22,319,2,1,27874,53.23,0,0,1,0,0,1
22,319,3,0,66140,46.89,0,0,0,1,1,1
22,320,1,0,22458,14.77,1.8,1,0,0,0,1
22,320,2,0,15751,7.18,1.7,1,0,0,0,1
22,320,3,1,12589,15.11,0,0,0,1,0,0
22,321,1,0,38178,38.33,0,0,0,1,1,1
22,321,2,1,15758,56.81,0,0,1,0,0,1
22,321,3,0,38706,10.31,1.3,1,0,0,0,1
23,322,1,0,64558,14.27,1.3,1,0,0,1,1
23,322,2,1,29442,50.78,0,0,1,0,1,1
23,322,3,0,64211,34.85,0.6,1,0,0,0,1
23,323,1,1,18680,62.87,0,0,1,0,0,1
23,323,2,0,22367,19.23,1,1,0,0,0,0
23,323,3,0,15829,45.4,0,0,1,0,0,0
23,324,1,0,37891,29.51,0,0,0,1,1,1
23,324,2,1,14283,62.59,0,0,1,0,0,0
23,324,3,0,35235,10.17,1.1,1,0,0,0,0
23,325,1,0,13722,55.48,0,0,1,0,1,1
23,325,2,1,14544,67.54,0,0,1,0,0,1
23,325,3,0,42000,22.88,0,0,0,1,0,1
23,326,1,1,22168,62.26,0,0,1,0,0,1
23,326,2,0,46262,35.05,0,0,0,1,0,0
23,326,3,0,40564,27.28,1.7,1,0,0,1,1
23,327,1,0,36499,28.31,0,0,0,1,0,0
23,327,2,1,19268,37.41,0,0,1,0,0,1
23,327,3,0,54267,18.46,1.4,1,0,0,0,0
23,328,1,0,17231,54.77,0,0,1,0,1,1
23,328,2,1,21099,57.34,0,0,1,0,1,1
23,328,3,0,43598,17.54,0,0,0,1,0,1
23,329,1,1,35805,17.68,0,0,0,1,0,1
23,329,2,0,38232,38.16,0,0,0,1,0,0
23,329,3,0,50508,11.92,0.8,1,0,0,0,1
23,330,1,0,33912,58.98,0,0,1,0,0,1
23,330,2,1,50436,36.03,0,0,0,1,0,1
23,330,3,0,22159,65.31,0,0,1,0,0,1
23,331,1,0,34090,39.6,1.2,1,0,0,0,1
23,331,2,1,18167,53.73,0,0,1,0,1,1
23,331,3,0,18786,21.37,0,0,0,1,1,1
23,332,1,0,26374,2.65,1.5,1,0,0,1,1
23,332,2,1,62366,18.03,0,0,0,1,1,1
23,332,3,0,73520,22.66,0,0,0,1,1,1
23,333,1,0,35204,57.53,0,0,1,0,0,0
23,333,2,1,25627,42.32,0,0,0,1,1,1
23,333,3,0,38539,61.67,0,0,1,0,0,0
23,334,1,1,12401,24.57,0,0,1,0,1,1
23,334,2,0,29794,17.72,1.5,1,0,0,1,1
23,334,3,0,53110,41.54,0,0,0,1,1,1
23,335,1,0,32501,29.15,0,0,0,1,0,1
23,335,2,1,28683,23.88,1.2,1,0,0,0,0
23,335,3,0,22241,26.76,0,0,0,1,1,1
23,336,1,0,36994,36.03,0,0,0,1,0,0
23,336,2,1,39025,28.59,0,0,0,1,0,1
23,336,3,0,66176,22.45,1.3,1,0,0,0,1
24,337,1,1,17682,19.08,0,0,0,1,0,0
24,337,2,0,21741,4.18,0.7,1,0,0,0,0
