choice,id,alt,pf,cl,loc,wk,tod,seas,chid
0,64,1,0,5,0,0,1,0,761
1,64,2,7,0,1,0,0,0,761
0,64,3,0,1,0,1,0,1,761
0,64,4,9,0,0,0,0,0,761
1,64,1,0,5,1,0,0,1,762
0,64,2,7,1,0,1,0,0,762
0,64,3,0,0,0,0,1,0,762
0,64,4,9,1,0,0,0,0,762
0,64,1,7,1,0,0,0,0,763
0,64,2,9,0,0,1,0,0,763
0,64,3,0,5,0,0,1,0,763
1,64,4,0,1,1,0,0,1,763
1,64,1,9,0,0,1,0,0,764
0,64,2,7,0,0,0,0,0,764
0,64,3,0,1,0,1,0,1,764
0,64,4,0,5,1,0,1,0,764
1,65,1,9,0,0,0,0,0,765
0,65,2,0,0,0,1,0,1,765
0,65,3,0,1,1,0,1,0,765
0,65,4,7,5,0,1,0,0,765
0,65,1,0,0,0,0,1,0,766
0,65,2,7,5,0,0,0,0,766
0,65,3,0,0,1,0,0,1,766
1,65,4,9,1,0,1,0,0,766
0,65,1,0,1,0,0,1,0,767
0,65,2,9,5,0,1,0,0,767
0,65,3,0,5,0,1,0,1,767
1,65,4,7,0,0,0,0,0,767
1,65,1,9,0,1,0,0,0,768
0,65,2,7,5,0,0,0,0,768
0,65,3,0,1,0,1,0,1,768
0,65,4,0,1,0,0,1,0,768
0,65,1,0,0,1,0,1,0,769
1,65,2,7,1,0,0,0,0,769
0,65,3,9,5,0,1,0,0,769
0,65,4,0,5,0,1,0,1,769
0,65,1,9,5,0,1,0,0,770
0,65,2,0,0,0,0,0,1,770
1,65,3,7,1,0,0,0,0,770
0,65,4,0,0,1,0,1,0,770
1,65,1,7,0,0,0,0,0,771
0,65,2,0,0,0,1,1,0,771
0,65,3,0,5,0,1,0,1,771
0,65,4,9,1,0,0,0,0,771
1,65,1,7,5,1,0,0,0,772
0,65,2,0,1,0,0,0,1,772
0,65,3,0,5,0,0,1,0,772
0,65,4,9,0,0,1,0,0,772
0,65,1,0,0,0,1,0,1,773
0,65,2,0,1,0,0,1,0,773
0,65,3,9,0,0,1,0,0,773
1,65,4,7,5,1,0,0,0,773
0,65,1,0,5,0,0,0,1,774
0,65,2,0,1,0,0,1,0,774
0,65,3,9,5,1,0,0,0,774
1,65,4,7,0,0,1,0,0,774
0,65,1,9,5,0,1,0,0,775
0,65,2,0,0,0,1,1,0,775
0,65,3,0,5,1,0,0,1,775
1,65,4,7,1,0,0,0,0,775
0,65,1,9,1,0,1,0,0,776
1,65,2,7,0,1,0,0,0,776
0,65,3,0,5,0,1,1,0,776
0,65,4,0,0,0,0,0,1,776
0,66,1,9,0,0,0,0,0,777
1,66,2,0,0,0,1,0,1,777
0,66,3,0,1,1,0,1,0,777
0,66,4,7,5,0,1,0,0,777
0,66,1,0,0,0,0,1,0,778
0,66,2,7,5,0,0,0,0,778
1,66,3,0,0,1,0,0,1,778
0,66,4,9,1,0,1,0,0,778
0,66,1,0,1,0,0,1,0,779
0,66,2,9,5,0,1,0,0,779
1,66,3,0,5,0,1,0,1,779
0,66,4,7,0,0,0,0,0,779
0,66,1,9,0,1,0,0,0,780
0,66,2,7,5,0,0,0,0,780
1,66,3,0,1,0,1,0,1,780
0,66,4,0,1,0,0,1,0,780
0,66,1,0,0,1,0,1,0,781
1,66,2,7,1,0,0,0,0,781
0,66,3,9,5,0,1,0,0,781
0,66,4,0,5,0,1,0,1,781
0,66,1,9,5,0,1,0,0,782
0,66,2,0,0,0,0,0,1,782
1,66,3,7,1,0,0,0,0,782
0,66,4,0,0,1,0,1,0,782
1,66,1,7,0,0,0,0,0,783
0,66,2,0,0,0,1,1,0,783
0,66,3,0,5,0,1,0,1,783
0,66,4,9,1,0,0,0,0,783
1,66,1,7,5,1,0,0,0,784
0,66,2,0,1,0,0,0,1,784
0,66,3,0,5,0,0,1,0,784
0,66,4,9,0,0,1,0,0,784
0,66,1,0,0,0,1,0,1,785
0,66,2,0,1,0,0,1,0,785
0,66,3,9,0,0,1,0,0,785
1,66,4,7,5,1,0,0,0,785
0,66,1,0,5,0,0,0,1,786
0,66,2,0,1,0,0,1,0,786
0,66,3,9,5,1,0,0,0,786
1,66,4,7,0,0,1,0,0,786
0,66,1,9,5,0,1,0,0,787
0,66,2,0,0,0,1,1,0,787
0,66,3,0,5,1,0,0,1,787
1,66,4,7,1,0,0,0,0,787
0,66,1,9,1,0,1,0,0,788
1,66,2,7,0,1,0,0,0,788
0,66,3,0,5,0,1,1,0,788
0,66,4,0,0,0,0,0,1,788
0,67,1,9,5,0,0,0,0,789
0,67,2,0,0,0,1,0,1,789
0,67,3,0,1,1,0,1,0,789
1,67,4,7,5,0,1,0,0,789
0,67,1,0,0,0,1,0,1,790
0,67,2,0,5,0,0,1,0,790
0,67,3,9,5,0,0,0,0,790
1,67,4,7,1,0,1,0,0,790
0,67,1,0,1,0,1,1,0,791
0,67,2,9,5,1,0,0,0,791
0,67,3,0,5,0,1,0,1,791
1,67,4,7,0,0,0,0,0,791
1,67,1,9,0,0,1,0,0,792
0,67,2,0,1,0,0,0,1,792
0,67,3,0,1,0,1,1,0,792
0,67,4,7,5,0,0,0,0,792
0,67,1,0,5,0,0,0,1,793
0,67,2,0,0,0,0,1,0,793
0,67,3,9,1,0,1,0,0,793
1,67,4,7,1,0,1,0,0,793
1,67,1,7,5,0,0,0,0,794
0,67,2,0,1,0,1,1,0,794
0,67,3,0,0,0,1,0,1,794
0,67,4,9,1,0,0,0,0,794
0,67,1,9,5,0,0,0,0,795
0,67,2,0,1,0,0,1,0,795
1,67,3,7,5,0,1,0,0,795
0,67,4,0,0,1,0,0,1,795
0,67,1,9,5,0,0,0,0,796
1,67,2,7,0,0,0,0,0,796
0,67,3,0,0,0,1,1,0,796
0,67,4,0,1,0,1,0,1,796
0,67,1,0,0,0,1,0,1,797
0,67,2,9,1,1,0,0,0,797
1,67,3,7,5,0,0,0,0,797
0,67,4,0,5,0,1,1,0,797
1,67,1,7,0,0,1,0,0,798
0,67,2,0,5,0,1,1,0,798
0,67,3,9,1,1,0,0,0,798
0,67,4,0,1,0,0,0,1,798
0,67,1,0,5,1,0,1,0,799
0,67,2,9,1,0,1,0,0,799
1,67,3,7,0,0,0,0,0,799
0,67,4,0,0,0,1,0,1,799
0,67,1,0,1,0,1,1,0,800
0,67,2,9,5,0,1,0,0,800
1,67,3,7,0,1,0,0,0,800
0,67,4,0,1,0,1,0,1,800
1,68,1,0,0,1,0,1,0,801
0,68,2,7,1,0,0,0,0,801
0,68,3,9,5,0,1,0,0,801
0,68,4,0,5,0,1,0,1,801
1,68,1,9,5,0,1,0,0,802
0,68,2,0,0,0,0,0,1,802
0,68,3,7,1,0,0,0,0,802
0,68,4,0,0,1,0,1,0,802
0,68,1,7,0,0,0,0,0,803
1,68,2,0,0,0,1,1,0,803
0,68,3,0,5,0,1,0,1,803
0,68,4,9,1,0,0,0,0,803
0,68,1,7,5,1,0,0,0,804
0,68,2,0,1,0,0,0,1,804
0,68,3,0,5,0,0,1,0,804
1,68,4,9,0,0,1,0,0,804
0,68,1,0,0,0,1,0,1,805
0,68,2,0,1,0,0,1,0,805
0,68,3,9,0,0,1,0,0,805
1,68,4,7,5,1,0,0,0,805
0,68,1,0,5,0,0,0,1,806
0,68,2,0,1,0,0,1,0,806
1,68,3,9,5,1,0,0,0,806
0,68,4,7,0,0,1,0,0,806
1,68,1,9,5,0,1,0,0,807
0,68,2,0,0,0,1,1,0,807
0,68,3,0,5,1,0,0,1,807
0,68,4,7,1,0,0,0,0,807
0,68,1,9,1,0,1,0,0,808
1,68,2,7,0,1,0,0,0,808
0,68,3,0,5,0,1,1,0,808
0,68,4,0,0,0,0,0,1,808
0,68,1,0,0,0,0,1,0,809
0,68,2,9,1,0,0,0,0,809
0,68,3,0,5,0,0,0,1,809
1,68,4,0,5,0,1,0,1,809
1,68,1,9,5,0,1,0,0,810
0,68,2,0,5,0,0,0,1,810
0,68,3,7,1,0,0,0,0,810
0,68,4,0,0,0,0,1,0,810
0,68,1,7,1,0,0,0,0,811
0,68,2,0,0,0,0,1,0,811
0,68,3,0,5,1,0,0,1,811
1,68,4,9,5,0,1,0,0,811
0,68,1,0,0,0,0,1,0,812
1,68,2,0,1,0,1,0,1,812
0,68,3,7,5,0,0,0,0,812
0,68,4,9,0,0,0,0,0,812
1,69,1,7,5,0,1,0,0,813
0,69,2,9,1,1,0,0,0,813
0,69,3,0,0,0,0,0,1,813
0,69,4,0,5,0,1,1,0,813
0,69,1,7,0,0,1,0,0,814
0,69,2,9,5,0,1,0,0,814
1,69,3,0,1,1,0,1,0,814
0,69,4,0,5,0,0,0,1,814
0,69,1,9,5,0,0,0,0,815
0,69,2,7,1,0,1,0,0,815
0,69,3,0,0,0,1,1,0,815
1,69,4,0,0,1,0,0,1,815
1,69,1,0,1,0,1,0,1,816
0,69,2,9,1,0,0,0,0,816
0,69,3,7,0,1,0,0,0,816
0,69,4,0,5,0,1,1,0,816
1,69,1,0,0,1,0,1,0,817
0,69,2,9,1,0,1,0,0,817
0,69,3,0,0,0,0,0,1,817
0,69,4,7,5,0,1,0,0,817
0,69,1,0,0,0,0,0,1,818
0,69,2,9,0,0,0,0,0,818
1,69,3,0,1,1,0,1,0,818
0,69,4,7,5,0,1,0,0,818
0,69,1,0,5,0,1,0,1,819
0,69,2,9,0,0,0,0,0,819
0,69,3,0,1,0,0,1,0,819
1,69,4,7,5,1,0,0,0,819
0,69,1,9,0,0,1,0,0,820
0,69,2,7,1,0,0,0,0,820
1,69,3,0,1,1,0,0,1,820
0,69,4,0,5,0,0,1,0,820
1,69,1,0,5,0,1,0,1,821
0,69,2,0,5,0,0,1,0,821
0,69,3,9,0,0,1,0,0,821
0,69,4,7,1,0,0,0,0,821
1,69,1,0,1,0,1,0,1,822
0,69,2,0,5,1,0,1,0,822
0,69,3,7,0,0,0,0,0,822
0,69,4,9,0,0,1,0,0,822
0,69,1,9,5,0,1,0,0,823
0,69,2,0,0,0,1,1,0,823
1,69,3,0,5,1,0,0,1,823
0,69,4,7,1,0,0,0,0,823
0,69,1,0,1,0,1,1,0,824
0,69,2,7,5,0,0,0,0,824
0,69,3,9,5,1,0,0,0,824
1,69,4,0,0,0,1,0,1,824
1,70,1,7,5,1,0,0,0,825
0,70,2,0,1,0,1,0,1,825
0,70,3,0,0,0,0,1,0,825
0,70,4,9,0,0,0,0,0,825
0,70,1,0,5,0,1,1,0,826
0,70,2,0,5,0,0,0,1,826
0,70,3,9,1,1,0,0,0,826
1,70,4,7,0,0,1,0,0,826
0,70,1,0,1,0,0,0,1,827
0,70,2,7,0,0,0,0,0,827
1,70,3,9,0,1,0,0,0,827
0,70,4,0,5,0,1,1,0,827
0,70,1,9,1,1,0,0,0,828
1,70,2,7,1,0,1,0,0,828
0,70,3,0,0,0,1,1,0,828
0,70,4,0,5,0,0,0,1,828
0,70,1,0,5,0,0,1,0,829
1,70,2,7,0,1,0,0,0,829
0,70,3,0,1,0,1,0,1,829
0,70,4,9,0,0,0,0,0,829
0,70,1,0,5,1,0,0,1,830
1,70,2,7,1,0,1,0,0,830
0,70,3,0,0,0,0,1,0,830
0,70,4,9,1,0,0,0,0,830
0,70,1,7,1,0,0,0,0,831
1,70,2,9,0,0,1,0,0,831
0,70,3,0,5,0,0,1,0,831
0,70,4,0,1,1,0,0,1,831
1,70,1,9,0,0,1,0,0,832
0,70,2,7,0,0,0,0,0,832
0,70,3,0,1,0,1,0,1,832
0,70,4,0,5,1,0,1,0,832
1,70,1,0,0,1,0,0,1,833
0,70,2,0,1,0,0,1,0,833
0,70,3,9,1,0,0,0,0,833
0,70,4,9,5,0,1,0,0,833
1,70,1,9,0,0,1,0,0,834
0,70,2,7,5,0,0,0,0,834
0,70,3,0,1,1,0,0,1,834
0,70,4,0,0,0,0,1,0,834
0,70,1,0,1,0,1,0,1,835
0,70,2,9,0,0,1,0,0,835
0,70,3,0,0,0,0,1,0,835
1,70,4,7,5,1,0,0,0,835
0,70,1,0,5,0,1,0,1,836
1,70,2,9,0,0,1,0,0,836
0,70,3,7,1,0,0,0,0,836
0,70,4,0,0,0,0,1,0,836
0,71,1,9,5,0,1,0,0,837
1,71,2,7,1,0,0,0,0,837
0,71,3,0,0,0,0,0,1,837
0,71,4,0,5,0,0,0,1,837
0,71,1,0,1,0,1,1,0,838
0,71,2,0,5,1,0,0,1,838
0,71,3,9,5,1,0,0,0,838
1,71,4,7,0,0,1,0,0,838
0,71,1,0,1,0,1,0,1,839
1,71,2,7,0,0,0,0,0,839
0,71,3,9,0,0,0,0,0,839
0,71,4,0,5,0,1,1,0,839
0,71,1,9,1,1,0,0,0,840
0,71,2,0,5,0,1,1,0,840
1,71,3,7,0,0,0,0,0,840
0,71,4,0,5,0,1,0,1,840
0,71,1,9,5,0,0,0,0,841
1,71,2,0,0,0,1,0,1,841
0,71,3,0,1,1,0,1,0,841
0,71,4,7,5,0,1,0,0,841
0,71,1,0,0,0,1,0,1,842
0,71,2,0,5,0,0,1,0,842
0,71,3,9,5,0,0,0,0,842
1,71,4,7,1,0,1,0,0,842
0,71,1,0,1,0,1,1,0,843
0,71,2,9,5,1,0,0,0,843
0,71,3,0,5,0,1,0,1,843
1,71,4,7,0,0,0,0,0,843
0,71,1,9,0,0,1,0,0,844
1,71,2,0,1,0,0,0,1,844
0,71,3,0,1,0,1,1,0,844
0,71,4,7,5,0,0,0,0,844
0,71,1,0,5,0,0,0,1,845
0,71,2,0,0,0,0,1,0,845
0,71,3,9,1,0,1,0,0,845
1,71,4,7,1,0,1,0,0,845
0,71,1,7,5,0,0,0,0,846
0,71,2,0,1,0,1,1,0,846
1,71,3,0,0,0,1,0,1,846
0,71,4,9,1,0,0,0,0,846
0,71,1,9,5,0,0,0,0,847
1,71,2,0,1,0,0,1,0,847
0,71,3,7,5,0,1,0,0,847
0,71,4,0,0,1,0,0,1,847
0,71,1,9,5,0,0,0,0,848
1,71,2,7,0,0,0,0,0,848
0,71,3,0,0,0,1,1,0,848
0,71,4,0,1,0,1,0,1,848
0,72,1,0,0,1,0,1,0,849
0,72,2,7,1,0,0,0,0,849
1,72,3,9,5,0,1,0,0,849
0,72,4,0,5,0,1,0,1,849
1,72,1,9,5,0,1,0,0,850
0,72,2,0,0,0,0,0,1,850
0,72,3,7,1,0,0,0,0,850
0,72,4,0,0,1,0,1,0,850
0,72,1,7,0,0,0,0,0,851
0,72,2,0,0,0,1,1,0,851
1,72,3,0,5,0,1,0,1,851
0,72,4,9,1,0,0,0,0,851
1,72,1,7,5,1,0,0,0,852
0,72,2,0,1,0,0,0,1,852
0,72,3,0,5,0,0,1,0,852
0,72,4,9,0,0,1,0,0,852
0,72,1,0,0,0,1,0,1,853
0,72,2,0,1,0,0,1,0,853
0,72,3,9,0,0,1,0,0,853
1,72,4,7,5,1,0,0,0,853
0,72,1,0,5,0,0,0,1,854
0,72,2,0,1,0,0,1,0,854
0,72,3,9,5,1,0,0,0,854
1,72,4,7,0,0,1,0,0,854
1,72,1,9,5,0,1,0,0,855
0,72,2,0,0,0,1,1,0,855
0,72,3,0,5,1,0,0,1,855
0,72,4,7,1,0,0,0,0,855
0,72,1,9,1,0,1,0,0,856
0,72,2,7,0,1,0,0,0,856
1,72,3,0,5,0,1,1,0,856
0,72,4,0,0,0,0,0,1,856
0,72,1,0,0,0,0,1,0,857
0,72,2,9,1,0,0,0,0,857
0,72,3,0,5,0,0,0,1,857
1,72,4,0,5,0,1,0,1,857
1,72,1,9,5,0,1,0,0,858
0,72,2,0,5,0,0,0,1,858
0,72,3,7,1,0,0,0,0,858
0,72,4,0,0,0,0,1,0,858
0,72,1,7,1,0,0,0,0,859
0,72,2,0,0,0,0,1,0,859
1,72,3,0,5,1,0,0,1,859
0,72,4,9,5,0,1,0,0,859
0,72,1,0,0,0,0,1,0,860
1,72,2,0,1,0,1,0,1,860
0,72,3,7,5,0,0,0,0,860
0,72,4,9,0,0,0,0,0,860
0,73,1,0,0,1,0,0,1,861
1,73,2,7,5,0,1,0,0,861
0,73,3,0,1,0,0,1,0,861
0,73,4,9,1,0,1,0,0,861
1,73,1,7,5,0,0,0,0,862
0,73,2,0,1,0,1,1,0,862
0,73,3,0,0,0,1,0,1,862
0,73,4,9,5,1,0,0,0,862
0,73,1,9,1,0,0,0,0,863
0,73,2,0,1,0,0,1,0,863
1,73,3,7,5,0,1,0,0,863
0,73,4,0,0,1,0,0,1,863
1,73,1,7,5,0,1,0,0,864
0,73,2,9,1,0,0,0,0,864
0,73,3,0,0,0,1,1,0,864
0,73,4,0,1,1,0,0,1,864
1,73,1,7,5,0,1,0,0,865
0,73,2,9,1,1,0,0,0,865
0,73,3,0,0,0,0,0,1,865
0,73,4,0,5,0,1,1,0,865
1,73,1,7,0,0,1,0,0,866
0,73,2,9,5,0,1,0,0,866
0,73,3,0,1,1,0,1,0,866
0,73,4,0,5,0,0,0,1,866
0,73,1,9,5,0,0,0,0,867
1,73,2,7,1,0,1,0,0,867
0,73,3,0,0,0,1,1,0,867
0,73,4,0,0,1,0,0,1,867
0,73,1,0,1,0,1,0,1,868
0,73,2,9,1,0,0,0,0,868
1,73,3,7,0,1,0,0,0,868
0,73,4,0,5,0,1,1,0,868
0,73,1,0,0,1,0,1,0,869
0,73,2,9,1,0,1,0,0,869
0,73,3,0,0,0,0,0,1,869
1,73,4,7,5,0,1,0,0,869
0,73,1,0,0,0,0,0,1,870
0,73,2,9,0,0,0,0,0,870
0,73,3,0,1,1,0,1,0,870
1,73,4,7,5,0,1,0,0,870
0,73,1,0,5,0,1,0,1,871
0,73,2,9,0,0,0,0,0,871
0,73,3,0,1,0,0,1,0,871
1,73,4,7,5,1,0,0,0,871
0,73,1,9,0,0,1,0,0,872
0,73,2,7,1,0,0,0,0,872
1,73,3,0,1,1,0,0,1,872
0,73,4,0,5,0,0,1,0,872
0,74,1,0,0,1,0,0,1,873
1,74,2,7,5,0,1,0,0,873
0,74,3,0,1,0,0,1,0,873
0,74,4,9,1,0,1,0,0,873
0,74,1,7,5,0,0,0,0,874
0,74,2,0,1,0,1,1,0,874
0,74,3,0,0,0,1,0,1,874
1,74,4,9,5,1,0,0,0,874
0,74,1,9,1,0,0,0,0,875
0,74,2,0,1,0,0,1,0,875
1,74,3,7,5,0,1,0,0,875
0,74,4,0,0,1,0,0,1,875
1,74,1,7,5,0,1,0,0,876
0,74,2,9,1,0,0,0,0,876
0,74,3,0,0,0,1,1,0,876
0,74,4,0,1,1,0,0,1,876
1,74,1,7,5,0,1,0,0,877
0,74,2,9,1,1,0,0,0,877
0,74,3,0,0,0,0,0,1,877
0,74,4,0,5,0,1,1,0,877
1,74,1,7,0,0,1,0,0,878
0,74,2,9,5,0,1,0,0,878
0,74,3,0,1,1,0,1,0,878
0,74,4,0,5,0,0,0,1,878
0,74,1,9,5,0,0,0,0,879
1,74,2,7,1,0,1,0,0,879
0,74,3,0,0,0,1,1,0,879
0,74,4,0,0,1,0,0,1,879
0,74,1,0,1,0,1,0,1,880
0,74,2,9,1,0,0,0,0,880
1,74,3,7,0,1,0,0,0,880
0,74,4,0,5,0,1,1,0,880
0,74,1,0,0,1,0,1,0,881
0,74,2,9,1,0,1,0,0,881
0,74,3,0,0,0,0,0,1,881
1,74,4,7,5,0,1,0,0,881
0,74,1,0,0,0,0,0,1,882
0,74,2,9,0,0,0,0,0,882
0,74,3,0,1,1,0,1,0,882
1,74,4,7,5,0,1,0,0,882
0,74,1,0,5,0,1,0,1,883
0,74,2,9,0,0,0,0,0,883
0,74,3,0,1,0,0,1,0,883
1,74,4,7,5,1,0,0,0,883
1,74,1,9,0,0,1,0,0,884
0,74,2,7,1,0,0,0,0,884
0,74,3,0,1,1,0,0,1,884
0,74,4,0,5,0,0,1,0,884
0,75,1,7,5,1,0,0,0,885
0,75,2,0,1,0,1,0,1,885
1,75,3,0,0,0,0,1,0,885
0,75,4,9,0,0,0,0,0,885
0,75,1,0,5,0,1,1,0,886
0,75,2,0,5,0,0,0,1,886
0,75,3,9,1,1,0,0,0,886
1,75,4,7,0,0,1,0,0,886
0,75,1,0,1,0,0,0,1,887
1,75,2,7,0,0,0,0,0,887
0,75,3,9,0,1,0,0,0,887
0,75,4,0,5,0,1,1,0,887
0,75,1,9,1,1,0,0,0,888
1,75,2,7,1,0,1,0,0,888
0,75,3,0,0,0,1,1,0,888
0,75,4,0,5,0,0,0,1,888
0,75,1,0,5,0,0,1,0,889
1,75,2,7,0,1,0,0,0,889
0,75,3,0,1,0,1,0,1,889
0,75,4,9,0,0,0,0,0,889
0,75,1,0,5,1,0,0,1,890
0,75,2,7,1,0,1,0,0,890
1,75,3,0,0,0,0,1,0,890
0,75,4,9,1,0,0,0,0,890
1,75,1,7,1,0,0,0,0,891
0,75,2,9,0,0,1,0,0,891
0,75,3,0,5,0,0,1,0,891
0,75,4,0,1,1,0,0,1,891
0,75,1,9,0,0,1,0,0,892
1,75,2,7,0,0,0,0,0,892
0,75,3,0,1,0,1,0,1,892
0,75,4,0,5,1,0,1,0,892
0,75,1,0,0,1,0,0,1,893
0,75,2,0,1,0,0,1,0,893
0,75,3,9,1,0,0,0,0,893
1,75,4,9,5,0,1,0,0,893
1,75,1,9,0,0,1,0,0,894
0,75,2,7,5,0,0,0,0,894
0,75,3,0,1,1,0,0,1,894
0,75,4,0,0,0,0,1,0,894
0,75,1,0,1,0,1,0,1,895
0,75,2,9,0,0,1,0,0,895
1,75,3,0,0,0,0,1,0,895
0,75,4,7,5,1,0,0,0,895
0,75,1,0,5,0,1,0,1,896
0,75,2,9,0,0,1,0,0,896
1,75,3,7,1,0,0,0,0,896
0,75,4,0,0,0,0,1,0,896
1,76,1,7,5,0,1,0,0,897
0,76,2,9,1,1,0,0,0,897
0,76,3,0,0,0,0,0,1,897
0,76,4,0,5,0,1,1,0,897
1,76,1,7,0,0,1,0,0,898
0,76,2,9,5,0,1,0,0,898
0,76,3,0,1,1,0,1,0,898
0,76,4,0,5,0,0,0,1,898
0,76,1,9,5,0,0,0,0,899
1,76,2,7,1,0,1,0,0,899
0,76,3,0,0,0,1,1,0,899
0,76,4,0,0,1,0,0,1,899
0,76,1,0,1,0,1,0,1,900
0,76,2,9,1,0,0,0,0,900
1,76,3,7,0,1,0,0,0,900
0,76,4,0,5,0,1,1,0,900
0,76,1,0,0,1,0,1,0,901
0,76,2,9,1,0,1,0,0,901
0,76,3,0,0,0,0,0,1,901
1,76,4,7,5,0,1,0,0,901
0,76,1,0,0,0,0,0,1,902
0,76,2,9,0,0,0,0,0,902
0,76,3,0,1,1,0,1,0,902
1,76,4,7,5,0,1,0,0,902
0,76,1,0,5,0,1,0,1,903
0,76,2,9,0,0,0,0,0,903
0,76,3,0,1,0,0,1,0,903
1,76,4,7,5,1,0,0,0,903
0,76,1,9,0,0,1,0,0,904
1,76,2,7,1,0,0,0,0,904
0,76,3,0,1,1,0,0,1,904
0,76,4,0,5,0,0,1,0,904
0,76,1,0,5,0,1,0,1,905
0,76,2,0,5,0,0,1,0,905
0,76,3,9,0,0,1,0,0,905
1,76,4,7,1,0,0,0,0,905
0,76,1,0,1,0,1,0,1,906
0,76,2,0,5,1,0,1,0,906
1,76,3,7,0,0,0,0,0,906
0,76,4,9,0,0,1,0,0,906
0,76,1,9,5,0,1,0,0,907
0,76,2,0,0,0,1,1,0,907
0,76,3,0,5,1,0,0,1,907
1,76,4,7,1,0,0,0,0,907
0,76,1,0,1,0,1,1,0,908
1,76,2,7,5,0,0,0,0,908
0,76,3,9,5,1,0,0,0,908
0,76,4,0,0,0,1,0,1,908
1,77,1,7,5,1,0,0,0,909
0,77,2,0,1,0,1,0,1,909
0,77,3,0,0,0,0,1,0,909
0,77,4,9,0,0,0,0,0,909
1,77,1,0,5,0,1,1,0,910
0,77,2,0,5,0,0,0,1,910
0,77,3,9,1,1,0,0,0,910
0,77,4,7,0,0,1,0,0,910
0,77,1,0,1,0,0,0,1,911
0,77,2,7,0,0,0,0,0,911
1,77,3,9,0,1,0,0,0,911
0,77,4,0,5,0,1,1,0,911
0,77,1,9,1,1,0,0,0,912
0,77,2,7,1,0,1,0,0,912
1,77,3,0,0,0,1,1,0,912
0,77,4,0,5,0,0,0,1,912
0,77,1,0,5,0,0,1,0,913
1,77,2,7,0,1,0,0,0,913
0,77,3,0,1,0,1,0,1,913
0,77,4,9,0,0,0,0,0,913
0,77,1,0,5,1,0,0,1,914
1,77,2,7,1,0,1,0,0,914
0,77,3,0,0,0,0,1,0,914
0,77,4,9,1,0,0,0,0,914
1,77,1,7,1,0,0,0,0,915
0,77,2,9,0,0,1,0,0,915
0,77,3,0,5,0,0,1,0,915
0,77,4,0,1,1,0,0,1,915
0,77,1,9,0,0,1,0,0,916
0,77,2,7,0,0,0,0,0,916
0,77,3,0,1,0,1,0,1,916
1,77,4,0,5,1,0,1,0,916
0,77,1,0,0,1,0,0,1,917
0,77,2,0,1,0,0,1,0,917
0,77,3,9,1,0,0,0,0,917
1,77,4,9,5,0,1,0,0,917
0,77,1,9,0,0,1,0,0,918
1,77,2,7,5,0,0,0,0,918
0,77,3,0,1,1,0,0,1,918
0,77,4,0,0,0,0,1,0,918
0,77,1,0,1,0,1,0,1,919
0,77,2,9,0,0,1,0,0,919
0,77,3,0,0,0,0,1,0,919
1,77,4,7,5,1,0,0,0,919
0,77,1,0,5,0,1,0,1,920
0,77,2,9,0,0,1,0,0,920
1,77,3,7,1,0,0,0,0,920
0,77,4,0,0,0,0,1,0,920
0,78,1,9,0,0,0,0,0,921
0,78,2,0,0,0,1,0,1,921
0,78,3,0,1,1,0,1,0,921
1,78,4,7,5,0,1,0,0,921
0,78,1,0,0,0,0,1,0,922
0,78,2,7,5,0,0,0,0,922
1,78,3,0,0,1,0,0,1,922
0,78,4,9,1,0,1,0,0,922
0,78,1,0,1,0,0,1,0,923
0,78,2,9,5,0,1,0,0,923
1,78,3,0,5,0,1,0,1,923
0,78,4,7,0,0,0,0,0,923
1,78,1,9,0,1,0,0,0,924
0,78,2,7,5,0,0,0,0,924
0,78,3,0,1,0,1,0,1,924
0,78,4,0,1,0,0,1,0,924
1,78,1,0,0,1,0,1,0,925
0,78,2,7,1,0,0,0,0,925
0,78,3,9,5,0,1,0,0,925
0,78,4,0,5,0,1,0,1,925
0,78,1,9,5,0,1,0,0,926
0,78,2,0,0,0,0,0,1,926
0,78,3,7,1,0,0,0,0,926
1,78,4,0,0,1,0,1,0,926
0,78,1,7,0,0,0,0,0,927
0,78,2,0,0,0,1,1,0,927
1,78,3,0,5,0,1,0,1,927
0,78,4,9,1,0,0,0,0,927
0,78,1,7,5,1,0,0,0,928
0,78,2,0,1,0,0,0,1,928
0,78,3,0,5,0,0,1,0,928
1,78,4,9,0,0,1,0,0,928
1,78,1,0,0,0,1,0,1,929
0,78,2,0,1,0,0,1,0,929
0,78,3,9,0,0,1,0,0,929
0,78,4,7,5,1,0,0,0,929
0,78,1,0,5,0,0,0,1,930
0,78,2,0,1,0,0,1,0,930
0,78,3,9,5,1,0,0,0,930
1,78,4,7,0,0,1,0,0,930
0,78,1,9,5,0,1,0,0,931
0,78,2,0,0,0,1,1,0,931
1,78,3,0,5,1,0,0,1,931
0,78,4,7,1,0,0,0,0,931
0,78,1,9,1,0,1,0,0,932
1,78,2,7,0,1,0,0,0,932
0,78,3,0,5,0,1,1,0,932
0,78,4,0,0,0,0,0,1,932
0,79,1,9,5,0,0,0,0,933
0,79,2,0,0,0,1,0,1,933
0,79,3,0,1,1,0,1,0,933
1,79,4,7,5,0,1,0,0,933
0,79,1,0,0,0,1,0,1,934
0,79,2,0,5,0,0,1,0,934
0,79,3,9,5,0,0,0,0,934
1,79,4,7,1,0,1,0,0,934
0,79,1,0,1,0,1,1,0,935
1,79,2,9,5,1,0,0,0,935
